No	Group	SubjectID	LevelTest	Age	Gender	MonthLearn	MonthStay	ItemID	ExpectedAnswer	ItemType	ExpectedPath	ExpectedManner	ExpectedDirection	ExpectedAspect	ResponseText	ResponseStatus	ResponsePath	ResponseManner	ResponseDirection	ResponseAspect	PathY	MannerY	DirectionY	AspectY
169	Level1	K1001	19.0	27.0	M	24.0	0.0	t009	едут	filler	-	ride	uni	impf	ползут	MotionVerb	-	crawl	uni	impf	1	0	1	1
170	Level1	K1002	18.0	33.0	F	48.0	0.75	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
171	Level1	K1003	18.0	20.0	F	54.0	0.0	t009	едут	filler	-	ride	uni	impf	ездят	MotionVerb	-	ride	multi	impf	1	1	0	1
172	Level1	K1004	17.0	25.0	M	36.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
173	Level1	K1005	17.0	36.0	M	156.0	1.0	t009	едут	filler	-	ride	uni	impf	собираются	OtherVerb	x	x	x	impf	0	0	0	1
174	Level1	K1006	16.0	20.0	F	24.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
175	Level1	K1007	16.0	20.0	F	48.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
176	Level1	K1008	16.0	20.0	F	18.0	0.0	t009	едут	filler	-	ride	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	1	1	1
177	Level1	K1009	16.0	19.0	F	18.0	0.0	t009	едут	filler	-	ride	uni	impf	остановятся	OtherVerb	x	x	x	pf	0	0	0	0
178	Level1	K1010	15.0	21.0	F	14.0	0.0	t009	едут	filler	-	ride	uni	impf	-	Empty	x	x	x	x	0	0	0	0
179	Level1	K1011	15.0	23.0	M	18.0	0.0	t009	едут	filler	-	ride	uni	impf	-	Empty	x	x	x	x	0	0	0	0
180	Level1	K1012	15.0	23.0	F	20.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
181	Level1	K1013	14.0	20.0	M	12.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
182	Level1	K1014	13.0	29.0	F	84.0	6.0	t009	едут	filler	-	ride	uni	impf	бегают	MotionVerb	-	run	multi	impf	1	0	0	1
183	Level1	K1015	12.0	22.0	M	21.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
184	Level1	K1016	12.0	20.0	M	18.0	0.0	t009	едут	filler	-	ride	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
185	Level1	K1017	12.0	20.0	M	24.0	60.0	t009	едут	filler	-	ride	uni	impf	-	Empty	x	x	x	x	0	0	0	0
186	Level1	K1018	11.0	19.0	F	20.0	0.0	t009	едут	filler	-	ride	uni	impf	идут	MotionVerb	-	walk	uni	impf	1	0	1	1
187	Level1	K1019	9.0	22.0	F	18.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
188	Level1	K1020	9.0	22.0	F	20.0	0.0	t009	едут	filler	-	ride	uni	impf	ехать	MotionVerb	-	ride	uni	impf	1	1	1	1
189	Level1	K1021	5.0	20.0	F	19.0	0.0	t009	едут	filler	-	ride	uni	impf	едут	MotionVerb	-	ride	uni	impf	1	1	1	1
190	Level1	K1001	19.0	27.0	M	24.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
191	Level1	K1002	18.0	33.0	F	48.0	0.75	t010	летит	DirectionItem	-	fly	uni	impf	вылечу	MotionVerb	vy	fly	-	pf	0	1	0	0
192	Level1	K1003	18.0	20.0	F	54.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
193	Level1	K1004	17.0	25.0	M	36.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летет	MotionVerb	-	fly	uni	impf	1	1	1	1
194	Level1	K1005	17.0	36.0	M	156.0	1.0	t010	летит	DirectionItem	-	fly	uni	impf	лететь	MotionVerb	-	fly	uni	impf	1	1	1	1
195	Level1	K1006	16.0	20.0	F	24.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
196	Level1	K1007	16.0	20.0	F	48.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
197	Level1	K1008	16.0	20.0	F	18.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	еду	MotionVerb	-	ride	uni	impf	1	0	1	1
198	Level1	K1009	16.0	19.0	F	18.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
199	Level1	K1010	15.0	21.0	F	14.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	полёт	Invalid	x	x	x	x	0	0	0	0
200	Level1	K1011	15.0	23.0	M	18.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летет	MotionVerb	-	fly	uni	impf	1	1	1	1
201	Level1	K1012	15.0	23.0	F	20.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
202	Level1	K1013	14.0	20.0	M	12.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	переедет	MotionVerb	pere	ride	-	pf	0	0	0	0
203	Level1	K1014	13.0	29.0	F	84.0	6.0	t010	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
204	Level1	K1015	12.0	22.0	M	21.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	походит	MotionVerb	po	walk	-	impf	0	0	0	1
205	Level1	K1016	12.0	20.0	M	18.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летят	MotionVerb	-	fly	uni	impf	1	1	1	1
206	Level1	K1017	12.0	20.0	M	24.0	60.0	t010	летит	DirectionItem	-	fly	uni	impf	улетет	MotionVerb	u	fly	-	pf	0	1	0	0
207	Level1	K1018	11.0	19.0	F	20.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
208	Level1	K1019	9.0	22.0	F	18.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
209	Level1	K1020	9.0	22.0	F	20.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	-	Empty	x	x	x	x	0	0	0	0
210	Level1	K1021	5.0	20.0	F	19.0	0.0	t010	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
211	Level1	K1001	19.0	27.0	M	24.0	0.0	t011	идёт	filler	-	walk	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	1	1	1
212	Level1	K1002	18.0	33.0	F	48.0	0.75	t011	идёт	filler	-	walk	uni	impf	ведёт	OtherVerb	x	x	x	impf	0	0	0	1
213	Level1	K1003	18.0	20.0	F	54.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
214	Level1	K1004	17.0	25.0	M	36.0	0.0	t011	идёт	filler	-	walk	uni	impf	проедет	MotionVerb	pro	ride	-	pf	0	0	0	0
215	Level1	K1005	17.0	36.0	M	156.0	1.0	t011	идёт	filler	-	walk	uni	impf	придёт	MotionVerb	pri	walk	-	pf	0	1	0	0
216	Level1	K1006	16.0	20.0	F	24.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
217	Level1	K1007	16.0	20.0	F	48.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
218	Level1	K1008	16.0	20.0	F	18.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
219	Level1	K1009	16.0	19.0	F	18.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
220	Level1	K1010	15.0	21.0	F	14.0	0.0	t011	идёт	filler	-	walk	uni	impf	-	Empty	x	x	x	x	0	0	0	0
221	Level1	K1011	15.0	23.0	M	18.0	0.0	t011	идёт	filler	-	walk	uni	impf	-	Empty	x	x	x	x	0	0	0	0
222	Level1	K1012	15.0	23.0	F	20.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
223	Level1	K1013	14.0	20.0	M	12.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
224	Level1	K1014	13.0	29.0	F	84.0	6.0	t011	идёт	filler	-	walk	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	0	0	1
225	Level1	K1015	12.0	22.0	M	21.0	0.0	t011	идёт	filler	-	walk	uni	impf	ходит	MotionVerb	-	walk	multi	impf	1	1	0	1
226	Level1	K1016	12.0	20.0	M	18.0	0.0	t011	идёт	filler	-	walk	uni	impf	в поезде	Invalid	x	x	x	x	0	0	0	0
227	Level1	K1017	12.0	20.0	M	24.0	60.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
228	Level1	K1018	11.0	19.0	F	20.0	0.0	t011	идёт	filler	-	walk	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	1	1	1
229	Level1	K1019	9.0	22.0	F	18.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
230	Level1	K1020	9.0	22.0	F	20.0	0.0	t011	идёт	filler	-	walk	uni	impf	-	Empty	x	x	x	x	0	0	0	0
231	Level1	K1021	5.0	20.0	F	19.0	0.0	t011	идёт	filler	-	walk	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
232	Level1	K1001	19.0	27.0	M	24.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
233	Level1	K1002	18.0	33.0	F	48.0	0.75	t012	плывёт	DirectionItem	-	swim	uni	impf	ведёт	OtherVerb	x	x	x	impf	0	0	0	1
234	Level1	K1003	18.0	20.0	F	54.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плавает	MotionVerb	-	swim	multi	impf	1	1	0	1
235	Level1	K1004	17.0	25.0	M	36.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плыт	MotionVerb	-	swim	uni	impf	1	1	1	1
236	Level1	K1005	17.0	36.0	M	156.0	1.0	t012	плывёт	DirectionItem	-	swim	uni	impf	наплавать	MotionVerb	na	swim	-	pf	0	1	0	0
237	Level1	K1006	16.0	20.0	F	24.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	пытает	OtherVerb	x	x	x	impf	0	0	0	1
238	Level1	K1007	16.0	20.0	F	48.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	пытает	OtherVerb	x	x	x	impf	0	0	0	1
239	Level1	K1008	16.0	20.0	F	18.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плавает	MotionVerb	-	swim	multi	impf	1	1	0	1
240	Level1	K1009	16.0	19.0	F	18.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
241	Level1	K1010	15.0	21.0	F	14.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	-	Empty	x	x	x	x	0	0	0	0
242	Level1	K1011	15.0	23.0	M	18.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	-	Empty	x	x	x	x	0	0	0	0
243	Level1	K1012	15.0	23.0	F	20.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
244	Level1	K1013	14.0	20.0	M	12.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
245	Level1	K1014	13.0	29.0	F	84.0	6.0	t012	плывёт	DirectionItem	-	swim	uni	impf	наплавает	MotionVerb	na	swim	-	pf	0	1	0	0
246	Level1	K1015	12.0	22.0	M	21.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	ходит	MotionVerb	-	walk	multi	impf	1	0	0	1
247	Level1	K1016	12.0	20.0	M	18.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плывёт	MotionVerb	-	swim	uni	impf	1	1	1	1
248	Level1	K1017	12.0	20.0	M	24.0	60.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плыт	MotionVerb	-	swim	uni	impf	1	1	1	1
249	Level1	K1018	11.0	19.0	F	20.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	плават	MotionVerb	-	swim	multi	impf	1	1	0	1
250	Level1	K1019	9.0	22.0	F	18.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
251	Level1	K1020	9.0	22.0	F	20.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	-	Empty	x	x	x	x	0	0	0	0
252	Level1	K1021	5.0	20.0	F	19.0	0.0	t012	плывёт	DirectionItem	-	swim	uni	impf	едет	MotionVerb	-	ride	uni	impf	1	0	1	1
253	Level1	K1001	19.0	27.0	M	24.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	0	1	1
254	Level1	K1002	18.0	33.0	F	48.0	0.75	t013	ходил	DirectionItem	-	walk	multi	impf	поднимал	OtherVerb	x	x	x	impf	0	0	0	1
255	Level1	K1003	18.0	20.0	F	54.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
256	Level1	K1004	17.0	25.0	M	36.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
257	Level1	K1005	17.0	36.0	M	156.0	1.0	t013	ходил	DirectionItem	-	walk	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	0	1	1
258	Level1	K1006	16.0	20.0	F	24.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
259	Level1	K1007	16.0	20.0	F	48.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
260	Level1	K1008	16.0	20.0	F	18.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
261	Level1	K1009	16.0	19.0	F	18.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
262	Level1	K1010	15.0	21.0	F	14.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
263	Level1	K1011	15.0	23.0	M	18.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	шёл	MotionVerb	-	walk	uni	impf	1	1	0	1
264	Level1	K1012	15.0	23.0	F	20.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
265	Level1	K1013	14.0	20.0	M	12.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	идёт	MotionVerb	-	walk	uni	impf	1	1	0	1
266	Level1	K1014	13.0	29.0	F	84.0	6.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
267	Level1	K1015	12.0	22.0	M	21.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
268	Level1	K1016	12.0	20.0	M	18.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
269	Level1	K1017	12.0	20.0	M	24.0	60.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
270	Level1	K1018	11.0	19.0	F	20.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	шёл	MotionVerb	-	walk	uni	impf	1	1	0	1
271	Level1	K1019	9.0	22.0	F	18.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	ходил	MotionVerb	-	walk	multi	impf	1	1	1	1
272	Level1	K1020	9.0	22.0	F	20.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	был	OtherVerb	x	x	x	impf	0	0	0	1
273	Level1	K1021	5.0	20.0	F	19.0	0.0	t013	ходил	DirectionItem	-	walk	multi	impf	учит	OtherVerb	x	x	x	impf	0	0	0	1
274	Level1	K1001	19.0	27.0	M	24.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бежет	MotionVerb	-	run	uni	impf	1	1	1	1
275	Level1	K1002	18.0	33.0	F	48.0	0.75	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
276	Level1	K1003	18.0	20.0	F	54.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
277	Level1	K1004	17.0	25.0	M	36.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
278	Level1	K1005	17.0	36.0	M	156.0	1.0	t014	бежит	DirectionItem	-	run	uni	impf	набежать	MotionVerb	na	run	-	pf	0	1	0	0
279	Level1	K1006	16.0	20.0	F	24.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
280	Level1	K1007	16.0	20.0	F	48.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
281	Level1	K1008	16.0	20.0	F	18.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	идёт к мне	MotionVerb	-	walk	uni	impf	1	0	1	1
282	Level1	K1009	16.0	19.0	F	18.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	подходит	MotionVerb	pod	walk	-	impf	0	0	0	1
283	Level1	K1010	15.0	21.0	F	14.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
284	Level1	K1011	15.0	23.0	M	18.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	-	Empty	x	x	x	x	0	0	0	0
285	Level1	K1012	15.0	23.0	F	20.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
286	Level1	K1013	14.0	20.0	M	12.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
287	Level1	K1014	13.0	29.0	F	84.0	6.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
288	Level1	K1015	12.0	22.0	M	21.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	йдёт	MotionVerb	-	walk	uni	impf	1	0	1	1
289	Level1	K1016	12.0	20.0	M	18.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
290	Level1	K1017	12.0	20.0	M	24.0	60.0	t014	бежит	DirectionItem	-	run	uni	impf	бегает	MotionVerb	-	run	multi	impf	1	1	0	1
291	Level1	K1018	11.0	19.0	F	20.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
292	Level1	K1019	9.0	22.0	F	18.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
293	Level1	K1020	9.0	22.0	F	20.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	гулят	OtherVerb	x	x	x	impf	0	0	0	1
294	Level1	K1021	5.0	20.0	F	19.0	0.0	t014	бежит	DirectionItem	-	run	uni	impf	бежит	MotionVerb	-	run	uni	impf	1	1	1	1
295	Level1	K1001	19.0	27.0	M	24.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	езжу	MotionVerb	-	ride	multi	impf	1	1	1	1
296	Level1	K1002	18.0	33.0	F	48.0	0.75	t015	ездила	DirectionItem	-	ride	multi	impf	сходила	MotionVerb	s	walk	-	impf	0	0	0	1
297	Level1	K1003	18.0	20.0	F	54.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
298	Level1	K1004	17.0	25.0	M	36.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
299	Level1	K1005	17.0	36.0	M	156.0	1.0	t015	ездила	DirectionItem	-	ride	multi	impf	поездил	MotionVerb	po	ride	-	pf	0	1	0	0
300	Level1	K1006	16.0	20.0	F	24.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
301	Level1	K1007	16.0	20.0	F	48.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездила	MotionVerb	-	ride	multi	impf	1	1	1	1
302	Level1	K1008	16.0	20.0	F	18.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	поехал	MotionVerb	po	ride	-	pf	0	1	0	0
303	Level1	K1009	16.0	19.0	F	18.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
304	Level1	K1010	15.0	21.0	F	14.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	-	Empty	x	x	x	x	0	0	0	0
305	Level1	K1011	15.0	23.0	M	18.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	поехал	MotionVerb	po	ride	-	pf	0	1	0	0
306	Level1	K1012	15.0	23.0	F	20.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
307	Level1	K1013	14.0	20.0	M	12.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	поехала	MotionVerb	po	ride	-	pf	0	1	0	0
308	Level1	K1014	13.0	29.0	F	84.0	6.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездил	MotionVerb	-	ride	multi	impf	1	1	1	1
309	Level1	K1015	12.0	22.0	M	21.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	прихожу	MotionVerb	pri	walk	-	impf	0	0	0	1
310	Level1	K1016	12.0	20.0	M	18.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	поехал	MotionVerb	po	ride	-	pf	0	1	0	0
311	Level1	K1017	12.0	20.0	M	24.0	60.0	t015	ездила	DirectionItem	-	ride	multi	impf	-	Empty	x	x	x	x	0	0	0	0
312	Level1	K1018	11.0	19.0	F	20.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	приехал	MotionVerb	pri	ride	-	pf	0	1	0	0
313	Level1	K1019	9.0	22.0	F	18.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	ездила	MotionVerb	-	ride	multi	impf	1	1	1	1
314	Level1	K1020	9.0	22.0	F	20.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	-	Empty	x	x	x	x	0	0	0	0
315	Level1	K1021	5.0	20.0	F	19.0	0.0	t015	ездила	DirectionItem	-	ride	multi	impf	едила	MotionVerb	-	ride	multi	impf	1	1	1	1
316	Level1	K1001	19.0	27.0	M	24.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
317	Level1	K1002	18.0	33.0	F	48.0	0.75	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
318	Level1	K1003	18.0	20.0	F	54.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
319	Level1	K1004	17.0	25.0	M	36.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
320	Level1	K1005	17.0	36.0	M	156.0	1.0	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
321	Level1	K1006	16.0	20.0	F	24.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
322	Level1	K1007	16.0	20.0	F	48.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
323	Level1	K1008	16.0	20.0	F	18.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
324	Level1	K1009	16.0	19.0	F	18.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
325	Level1	K1010	15.0	21.0	F	14.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	-	Empty	x	x	x	x	0	0	0	0
326	Level1	K1011	15.0	23.0	M	18.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летет	MotionVerb	-	fly	uni	impf	1	1	1	1
327	Level1	K1012	15.0	23.0	F	20.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
328	Level1	K1013	14.0	20.0	M	12.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	проидёт	MotionVerb	pro	walk	-	pf	0	0	0	0
329	Level1	K1014	13.0	29.0	F	84.0	6.0	t016	летит	DirectionItem	-	fly	uni	impf	летает	MotionVerb	-	fly	multi	impf	1	1	0	1
330	Level1	K1015	12.0	22.0	M	21.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	приходит	MotionVerb	pri	walk	-	impf	0	0	0	1
331	Level1	K1016	12.0	20.0	M	18.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летитa	MotionVerb	-	fly	uni	impf	1	1	1	1
332	Level1	K1017	12.0	20.0	M	24.0	60.0	t016	летит	DirectionItem	-	fly	uni	impf	летет	MotionVerb	-	fly	uni	impf	1	1	1	1
333	Level1	K1018	11.0	19.0	F	20.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	летит	MotionVerb	-	fly	uni	impf	1	1	1	1
334	Level1	K1019	9.0	22.0	F	18.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	идёт	MotionVerb	-	walk	uni	impf	1	0	1	1
335	Level1	K1020	9.0	22.0	F	20.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	-	Empty	x	x	x	x	0	0	0	0
336	Level1	K1021	5.0	20.0	F	19.0	0.0	t016	летит	DirectionItem	-	fly	uni	impf	лечит	MotionVerb	-	fly	uni	impf	1	1	1	1
337	Level1	K1001	19.0	27.0	M	24.0	0.0	t017	плывут	DirectionItem	-	swim	uni	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	0	1
338	Level1	K1002	18.0	33.0	F	48.0	0.75	t017	плывут	DirectionItem	-	swim	uni	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	0	1
339	Level1	K1003	18.0	20.0	F	54.0	0.0	t017	плывут	DirectionItem	-	swim	uni	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	0	1
340	Level1	K1004	17.0	25.0	M	36.0	0.0	t017	плывут	DirectionItem	-	swim	uni	impf	плавают	MotionVerb	-	swim	multi	impf	1	1	0	1
